,fecha,cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._precip.__(%),prob._de_nieve_(%),prob._de_tormenta_(%),avisos,dirección_viento,velocidad_del_viento,localizacion_id
1506,2024-08-29 20:00:00,6,21,21,21.0,0.1,0,65,80,0,65,Riesgo,NO,23,28001
1507,2024-08-29 21:00:00,6,20,20,28.0,0.1,0,64,Riesgo,0,65,Riesgo,N,11,28001
1508,2024-08-29 22:00:00,6,19,19,30.0,0.1,0,80,Riesgo,0,65,Riesgo,NE,16,28001
1509,2024-08-29 23:00:00,8,20,20,30.0,0.1,0,75,Riesgo,0,65,Riesgo,NE,16,28001
1510,2024-08-30 00:00:00,13,19,19,30.0,0.1,0,80,Riesgo,0,65,Sin riesgo,NE,16,28001
1511,2024-08-30 01:00:00,13,18,18,23.0,0.1,0,80,Riesgo,0,65,Sin riesgo,NE,16,28001
1512,2024-08-30 02:00:00,5,18,18,23.0,0.0,0,85,0,0,0,Sin riesgo,E,13,28001
1513,2024-08-30 03:00:00,7,17,17,19.0,0.0,0,100,0,0,0,Sin riesgo,E,14,28001
1514,2024-08-30 04:00:00,5,17,17,22.0,0.0,0,100,0,0,0,Sin riesgo,E,11,28001
1515,2024-08-30 05:00:00,7,17,17,19.0,0.0,0,100,0,0,0,Sin riesgo,E,13,28001
1516,2024-08-30 06:00:00,7,17,17,20.0,0.0,0,100,Riesgo,0,0,Sin riesgo,E,11,28001
1517,2024-08-30 07:00:00,5,17,17,20.0,0.0,0,100,Riesgo,0,0,Sin riesgo,SE,12,28001
1518,2024-08-30 08:00:00,5,17,17,22.0,0.0,0,100,10,0,10,Riesgo,E,10,28001
1519,2024-08-30 09:00:00,0,19,19,42.0,0.0,0,94,Riesgo,0,10,Riesgo,E,13,28001
1520,2024-08-30 10:00:00,7,21,21,42.0,0.0,0,79,Riesgo,0,10,Riesgo,SE,25,28001
1521,2024-08-30 11:00:00,12,24,24,37.0,0.0,0,65,Riesgo,0,10,Riesgo,SE,14,28001
1522,2024-08-30 12:00:00,7,25,25,36.0,0.0,0,59,Riesgo,0,10,Riesgo,E,19,28001
1523,2024-08-30 13:00:00,7,26,26,25.0,0.0,0,57,Riesgo,0,10,Riesgo,E,16,28001
1524,2024-08-30 14:00:00,8,28,29,30.0,0.1,0,51,60,0,60,Riesgo,E,11,28001
1525,2024-08-30 15:00:00,8,29,29,24.0,0.1,0,48,Riesgo,0,60,Riesgo,E,13,28001
1526,2024-08-30 16:00:00,6,29,29,21.0,0.1,0,40,Riesgo,0,60,Sin riesgo,E,10,28001
1527,2024-08-30 17:00:00,6,30,30,32.0,0.1,0,39,Riesgo,0,60,Sin riesgo,E,9,28001
1528,2024-08-30 18:00:00,13,27,27,34.0,0.1,0,46,Riesgo,0,60,Sin riesgo,E,13,28001
1529,2024-08-30 19:00:00,13,24,24,36.0,0.1,0,55,Riesgo,0,60,Sin riesgo,SE,20,28001
1530,2024-08-30 20:00:00,4,22,22,15.0,0.0,0,68,15,0,15,Sin riesgo,SE,17,28001
1531,2024-08-30 21:00:00,5,22,22,18.0,0.0,0,67,15,0,15,Sin riesgo,E,9,28001
1532,2024-08-30 22:00:00,5,20,20,22.0,0.0,0,74,15,0,15,Sin riesgo,E,11,28001
1533,2024-08-30 23:00:00,0,21,21,18.0,0.0,0,72,15,0,15,Sin riesgo,E,13,28001
1534,2024-08-31 00:00:00,7,20,20,30.0,0.0,0,65,15,0,15,Sin riesgo,E,11,28001
1535,2024-08-31 01:00:00,5,19,19,34.0,0.0,0,76,15,0,15,Sin riesgo,SE,18,28001
1536,2024-08-31 02:00:00,1,19,19,33.0,0.0,0,70,5,0,5,Sin riesgo,SE,20,28001
1537,2024-08-31 03:00:00,5,18,18,14.0,0.0,0,75,5,0,5,Sin riesgo,SE,19,28001
1538,2024-08-31 04:00:00,1,18,18,19.0,0.0,0,76,5,0,5,Sin riesgo,NE,7,28001
1539,2024-08-31 05:00:00,7,17,17,16.0,0.0,0,77,5,0,5,Sin riesgo,E,11,28001
1540,2024-08-31 06:00:00,12,17,17,17.0,0.0,0,75,5,0,5,Sin riesgo,NE,7,28001
1541,2024-08-31 07:00:00,1,17,17,11.0,0.0,0,77,5,0,5,Sin riesgo,NE,9,28001
1542,2024-08-29 12:00:00,8,26,26,16.0,0.1,0,52,75,0,65,Riesgo,E,7,28001
1543,2024-08-29 13:00:00,6,27,27,16.0,0.1,0,46,Riesgo,0,65,Riesgo,E,5,28001
1544,2024-08-29 14:00:00,7,27,27,16.0,0.0,0,46,95,0,70,Riesgo,SE,5,28001
1545,2024-08-29 15:00:00,7,27,27,23.0,0.0,0,43,Riesgo,0,70,Riesgo,SE,7,28001
1546,2024-08-29 16:00:00,13,28,28,13.0,1.0,0,40,Riesgo,0,70,Riesgo,S,12,28001
1547,2024-08-29 17:00:00,1,28,29,19.0,0.0,0,58,Riesgo,0,70,Riesgo,NE,8,28001
1548,2024-08-29 18:00:00,9,26,26,16.0,4.0,0,66,Riesgo,0,70,Riesgo,N,13,28001
1549,2024-08-29 19:00:00,5,24,24,22.0,0.0,0,77,Riesgo,0,70,Riesgo,E,11,28001
1550,2024-08-29 20:00:00,6,22,22,28.0,0.1,0,88,75,0,70,Riesgo,NE,12,28001
1551,2024-08-29 21:00:00,6,21,21,29.0,0.1,0,86,Riesgo,0,70,Riesgo,N,20,28001
1552,2024-08-29 22:00:00,6,20,20,19.0,0.1,0,77,Riesgo,0,70,Riesgo,N,19,28001
1553,2024-08-29 23:00:00,6,19,19,16.0,0.1,0,96,Riesgo,0,70,Riesgo,NE,13,28001
1554,2024-08-30 00:00:00,16,18,18,13.0,0.1,0,100,Riesgo,0,70,Sin riesgo,NE,10,28001
1555,2024-08-30 01:00:00,13,18,18,21.0,0.1,0,100,Riesgo,0,70,Sin riesgo,NE,9,28001
1556,2024-08-30 02:00:00,3,18,18,22.0,0.0,0,98,5,0,5,Sin riesgo,NE,15,28001
1557,2024-08-30 03:00:00,7,18,18,28.0,0.0,0,100,5,0,5,Sin riesgo,NE,16,28001
1558,2024-08-30 04:00:00,1,18,18,27.0,0.0,0,97,5,0,5,Sin riesgo,NE,19,28001
1559,2024-08-30 05:00:00,4,18,18,22.0,0.0,0,100,5,0,5,Sin riesgo,NE,18,28001
1560,2024-08-30 06:00:00,3,18,18,22.0,0.0,0,100,Riesgo,0,5,Sin riesgo,NE,15,28001
1561,2024-08-30 07:00:00,7,18,18,24.0,0.0,0,100,Riesgo,0,5,Sin riesgo,NE,15,28001
1562,2024-08-30 08:00:00,1,17,17,23.0,0.0,0,100,10,0,10,Riesgo,NE,16,28001
1563,2024-08-30 09:00:00,7,20,20,19.0,0.0,0,97,Riesgo,0,10,Riesgo,NE,16,28001
1564,2024-08-30 10:00:00,7,22,22,40.0,0.0,0,89,Riesgo,0,10,Riesgo,E,11,28001
1565,2024-08-30 11:00:00,7,24,24,33.0,0.0,0,76,Riesgo,0,10,Riesgo,SE,27,28001
1566,2024-08-30 12:00:00,0,25,25,25.0,0.0,0,67,Riesgo,0,10,Riesgo,NE,22,28001
1567,2024-08-30 13:00:00,0,27,28,30.0,0.0,0,64,Riesgo,0,10,Riesgo,NE,16,28001
1568,2024-08-30 14:00:00,7,28,29,40.0,0.0,0,57,45,0,45,Riesgo,NE,19,28001
1569,2024-08-30 15:00:00,1,29,30,34.0,0.0,0,49,Riesgo,0,45,Riesgo,NE,26,28001
1570,2024-08-30 16:00:00,3,30,30,32.0,0.0,0,40,Riesgo,0,45,Sin riesgo,NE,21,28001
1571,2024-08-30 17:00:00,5,30,30,26.0,0.0,0,43,Riesgo,0,45,Sin riesgo,E,19,28001
1572,2024-08-30 18:00:00,4,29,29,26.0,0.0,0,48,Riesgo,0,45,Sin riesgo,E,14,28001
1573,2024-08-30 19:00:00,5,28,29,25.0,0.0,0,54,Riesgo,0,45,Sin riesgo,NE,15,28001
1574,2024-08-30 20:00:00,3,27,28,24.0,0.0,0,59,10,0,10,Sin riesgo,E,15,28001
1575,2024-08-30 21:00:00,0,25,25,22.0,0.0,0,60,10,0,10,Sin riesgo,E,13,28001
1576,2024-08-30 22:00:00,0,23,23,18.0,0.0,0,67,10,0,10,Sin riesgo,NE,15,28001
1577,2024-08-30 23:00:00,3,21,21,21.0,0.0,0,75,10,0,10,Sin riesgo,E,12,28001
1578,2024-08-31 00:00:00,1,21,21,23.0,0.0,0,79,10,0,10,Sin riesgo,NE,14,28001
1579,2024-08-31 01:00:00,7,21,21,25.0,0.0,0,75,10,0,10,Sin riesgo,E,14,28001
1580,2024-08-31 02:00:00,1,20,20,34.0,0.0,0,72,0,0,0,Sin riesgo,SE,17,28001
1581,2024-08-31 03:00:00,7,20,20,26.0,0.0,0,77,0,0,0,Sin riesgo,E,22,28001
1582,2024-08-31 04:00:00,5,19,19,21.0,0.0,0,78,0,0,0,Sin riesgo,E,17,28001
1583,2024-08-31 05:00:00,5,19,19,22.0,0.0,0,78,0,0,0,Sin riesgo,NE,13,28001
1584,2024-08-31 06:00:00,4,18,18,15.0,0.0,0,79,0,0,0,Sin riesgo,NE,14,28001
1585,2024-08-31 07:00:00,0,18,18,14.0,0.0,0,80,0,0,0,Sin riesgo,E,9,28001
1586,2024-08-29 12:00:00,8,25,25,23.0,0.1,0,55,50,0,50,Riesgo,E,9,28001
1587,2024-08-29 13:00:00,8,26,26,25.0,0.1,0,45,Riesgo,0,50,Riesgo,SE,10,28001
1588,2024-08-29 14:00:00,3,27,27,31.0,0.0,0,39,85,0,65,Riesgo,S,11,28001
1589,2024-08-29 15:00:00,7,27,27,32.0,0.0,0,39,Riesgo,0,65,Riesgo,S,14,28001
1590,2024-08-29 16:00:00,1,28,28,37.0,0.0,0,38,Riesgo,0,65,Riesgo,S,14,28001
1591,2024-08-29 17:00:00,5,28,28,30.0,0.0,0,41,Riesgo,0,65,Riesgo,SE,18,28001
1592,2024-08-29 18:00:00,4,25,25,21.0,0.0,0,54,Riesgo,0,65,Riesgo,SE,11,28001
1593,2024-08-29 19:00:00,6,22,22,14.0,0.4,0,62,Riesgo,0,65,Riesgo,E,9,28001
1594,2024-08-29 20:00:00,0,24,24,12.0,0.0,0,76,35,0,35,Riesgo,NE,9,28001
1595,2024-08-29 21:00:00,4,21,21,20.0,0.0,0,77,Riesgo,0,35,Riesgo,S,2,28001
1596,2024-08-29 22:00:00,4,19,19,16.0,0.0,0,78,Riesgo,0,35,Riesgo,N,12,28001
1597,2024-08-29 23:00:00,4,18,18,11.0,0.0,0,85,Riesgo,0,35,Riesgo,N,9,28001
1598,2024-08-30 00:00:00,4,18,18,15.0,0.0,0,84,Riesgo,0,35,Sin riesgo,NO,7,28001
1599,2024-08-30 01:00:00,5,18,18,12.0,0.0,0,82,Riesgo,0,35,Sin riesgo,NO,9,28001
1600,2024-08-30 02:00:00,5,18,18,11.0,0.0,0,80,5,0,5,Sin riesgo,NO,7,28001
1601,2024-08-30 03:00:00,5,18,18,14.0,0.0,0,80,5,0,5,Sin riesgo,N,6,28001
1602,2024-08-30 04:00:00,5,17,17,15.0,0.0,0,82,5,0,5,Sin riesgo,N,8,28001
1603,2024-08-30 05:00:00,5,17,17,12.0,0.0,0,83,5,0,5,Sin riesgo,N,8,28001
1604,2024-08-30 06:00:00,4,17,17,15.0,0.0,0,85,Riesgo,0,5,Sin riesgo,N,6,28001
1605,2024-08-30 07:00:00,5,17,17,12.0,0.0,0,88,Riesgo,0,5,Sin riesgo,N,8,28001
1606,2024-08-30 08:00:00,5,17,17,13.0,0.0,0,88,10,0,10,Riesgo,N,7,28001
1607,2024-08-30 09:00:00,3,19,19,27.0,0.0,0,85,Riesgo,0,10,Riesgo,N,7,28001
1608,2024-08-30 10:00:00,7,21,21,27.0,0.0,0,82,Riesgo,0,10,Riesgo,E,14,28001
1609,2024-08-30 11:00:00,18,23,23,18.0,0.0,0,74,Riesgo,0,10,Riesgo,E,14,28001
1610,2024-08-30 12:00:00,7,25,25,21.0,0.0,0,77,Riesgo,0,10,Riesgo,E,10,28001
1611,2024-08-30 13:00:00,0,26,26,15.0,0.0,0,67,Riesgo,0,10,Riesgo,NE,12,28001
1612,2024-08-30 14:00:00,6,27,28,26.0,0.1,0,56,50,0,50,Riesgo,N,6,28001
1613,2024-08-30 15:00:00,8,28,28,26.0,0.1,0,45,Riesgo,0,50,Riesgo,E,11,28001
1614,2024-08-30 16:00:00,6,29,29,21.0,0.1,0,44,Riesgo,0,50,Sin riesgo,NE,12,28001
1615,2024-08-30 17:00:00,6,30,30,24.0,0.1,0,42,Riesgo,0,50,Sin riesgo,NE,9,28001
1616,2024-08-30 18:00:00,6,29,29,22.0,0.1,0,47,Riesgo,0,50,Sin riesgo,E,11,28001
1617,2024-08-30 19:00:00,6,28,28,19.0,0.1,0,49,Riesgo,0,50,Sin riesgo,NE,10,28001
1618,2024-08-30 20:00:00,7,27,28,12.0,0.0,0,53,10,0,10,Sin riesgo,NE,10,28001
1619,2024-08-30 21:00:00,0,24,24,18.0,0.0,0,62,10,0,10,Sin riesgo,NE,7,28001
1620,2024-08-30 22:00:00,0,22,22,13.0,0.0,0,72,10,0,10,Sin riesgo,N,10,28001
1621,2024-08-30 23:00:00,0,20,20,15.0,0.0,0,84,10,0,10,Sin riesgo,N,8,28001
1622,2024-08-31 00:00:00,5,20,20,16.0,0.0,0,85,10,0,10,Sin riesgo,N,8,28001
1623,2024-08-31 01:00:00,5,20,20,15.0,0.0,0,87,10,0,10,Sin riesgo,NE,9,28001
1624,2024-08-31 02:00:00,4,20,20,18.0,0.0,0,87,0,0,0,Sin riesgo,NE,9,28001
1625,2024-08-31 03:00:00,4,19,19,14.0,0.0,0,83,0,0,0,Sin riesgo,E,9,28001
1626,2024-08-31 04:00:00,1,19,19,18.0,0.0,0,86,0,0,0,Sin riesgo,NE,7,28001
1627,2024-08-31 05:00:00,4,18,18,14.0,0.0,0,89,0,0,0,Sin riesgo,N,10,28001
1628,2024-08-31 06:00:00,3,18,18,13.0,0.0,0,88,0,0,0,Sin riesgo,NO,8,28001
1629,2024-08-31 07:00:00,0,18,18,8.0,0.0,0,87,0,0,0,Sin riesgo,NO,7,28001
1630,2024-08-29 12:00:00,7,22,22,34.0,0.0,0,62,85,0,70,Riesgo,SE,10,28001
1631,2024-08-29 13:00:00,0,24,24,33.0,0.0,0,56,Riesgo,0,70,Riesgo,SE,13,28001
1632,2024-08-29 14:00:00,7,23,23,36.0,0.0,0,55,95,0,70,Riesgo,SE,13,28001
1633,2024-08-29 15:00:00,7,22,22,37.0,0.0,0,60,Riesgo,0,70,Riesgo,S,15,28001
1634,2024-08-29 16:00:00,3,24,24,37.0,0.0,0,52,Riesgo,0,70,Riesgo,S,16,28001
1635,2024-08-29 17:00:00,2,23,23,36.0,0.1,0,50,Riesgo,0,70,Riesgo,S,15,28001
1636,2024-08-29 18:00:00,0,24,24,34.0,0.0,0,49,Riesgo,0,70,Riesgo,S,15,28001
1637,2024-08-29 19:00:00,0,21,21,17.0,0.0,0,37,Riesgo,0,70,Riesgo,SE,11,28001
1638,2024-08-29 20:00:00,0,18,18,12.0,0.0,0,57,55,0,55,Riesgo,SE,5,28001
1639,2024-08-29 21:00:00,7,18,18,11.0,0.0,0,65,Riesgo,0,55,Riesgo,NE,4,28001
1640,2024-08-29 22:00:00,6,17,17,12.0,0.1,0,68,Riesgo,0,55,Riesgo,NE,2,28001
1641,2024-08-29 23:00:00,5,17,17,9.0,0.0,0,73,Riesgo,0,55,Riesgo,NE,5,28001
1642,2024-08-30 00:00:00,5,16,16,10.0,0.0,0,73,Riesgo,0,55,Sin riesgo,E,4,28001
1643,2024-08-30 01:00:00,4,16,16,10.0,0.0,0,76,Riesgo,0,55,Sin riesgo,NE,5,28001
1644,2024-08-30 02:00:00,0,15,15,19.0,0.0,0,79,10,0,10,Sin riesgo,E,5,28001
1645,2024-08-30 03:00:00,0,15,15,14.0,0.0,0,81,10,0,10,Sin riesgo,E,9,28001
1646,2024-08-30 04:00:00,5,16,16,13.0,0.0,0,82,10,0,10,Sin riesgo,E,7,28001
1647,2024-08-30 05:00:00,5,16,16,6.0,0.0,0,85,10,0,10,Sin riesgo,E,5,28001
1648,2024-08-30 06:00:00,4,16,16,6.0,0.0,0,86,Riesgo,0,10,Sin riesgo,N,2,28001
1649,2024-08-30 07:00:00,4,16,16,10.0,0.0,0,83,Riesgo,0,10,Sin riesgo,N,3,28001
1650,2024-08-30 08:00:00,4,16,16,11.0,0.0,0,84,65,0,65,Riesgo,NE,5,28001
1651,2024-08-30 09:00:00,4,18,18,19.0,0.0,0,78,Riesgo,0,65,Riesgo,N,5,28001
1652,2024-08-30 10:00:00,7,19,19,31.0,0.0,0,75,Riesgo,0,65,Riesgo,S,7,28001
1653,2024-08-30 11:00:00,8,21,21,30.0,0.1,0,72,Riesgo,0,65,Riesgo,SE,12,28001
1654,2024-08-30 12:00:00,9,22,22,55.0,5.0,0,69,Riesgo,0,65,Riesgo,E,9,28001
1655,2024-08-30 13:00:00,17,24,24,26.0,2.0,0,52,Riesgo,0,65,Riesgo,SE,20,28001
1656,2024-08-30 14:00:00,8,25,25,18.0,0.1,0,40,60,0,60,Riesgo,N,10,28001
1657,2024-08-30 15:00:00,6,26,26,18.0,0.1,0,42,Riesgo,0,60,Riesgo,SO,6,28001
1658,2024-08-30 16:00:00,6,26,26,17.0,0.1,0,42,Riesgo,0,60,Sin riesgo,SO,6,28001
1659,2024-08-30 17:00:00,6,26,26,21.0,0.1,0,43,Riesgo,0,60,Sin riesgo,S,6,28001
1660,2024-08-30 18:00:00,6,25,25,25.0,0.1,0,45,Riesgo,0,60,Sin riesgo,SE,7,28001
1661,2024-08-30 19:00:00,6,24,24,16.0,0.1,0,46,Riesgo,0,60,Sin riesgo,SE,9,28001
1662,2024-08-30 20:00:00,5,23,23,17.0,0.0,0,50,20,0,20,Sin riesgo,E,6,28001
1663,2024-08-30 21:00:00,5,21,21,16.0,0.0,0,62,20,0,20,Sin riesgo,E,7,28001
1664,2024-08-30 22:00:00,5,19,19,10.0,0.0,0,72,20,0,20,Sin riesgo,E,7,28001
1665,2024-08-30 23:00:00,5,17,17,15.0,0.0,0,84,20,0,20,Sin riesgo,E,5,28001
1666,2024-08-31 00:00:00,1,17,17,24.0,0.0,0,82,20,0,20,Sin riesgo,E,7,28001
1667,2024-08-31 01:00:00,5,17,17,24.0,0.0,0,85,20,0,20,Sin riesgo,SE,10,28001
1668,2024-08-31 02:00:00,5,16,16,19.0,0.0,0,82,0,0,0,Sin riesgo,SE,10,28001
1669,2024-08-31 03:00:00,3,16,16,20.0,0.0,0,80,0,0,0,Sin riesgo,SE,8,28001
1670,2024-08-31 04:00:00,4,16,16,14.0,0.0,0,82,0,0,0,Sin riesgo,E,8,28001
1671,2024-08-31 05:00:00,4,15,15,11.0,0.0,0,86,0,0,0,Sin riesgo,SE,5,28001
1672,2024-08-31 06:00:00,5,15,15,9.0,0.0,0,82,0,0,0,Sin riesgo,NE,5,28001
1673,2024-08-31 07:00:00,0,15,15,8.0,0.0,0,73,0,0,0,Sin riesgo,E,4,28001
1674,2024-08-29 12:00:00,7,23,23,16.0,0.0,0,74,90,0,75,Riesgo,SE,5,28001
1675,2024-08-29 13:00:00,0,25,25,22.0,0.0,0,69,Riesgo,0,75,Riesgo,SE,7,28001
1676,2024-08-29 14:00:00,0,26,26,24.0,0.0,0,60,100,0,75,Riesgo,SE,9,28001
1677,2024-08-29 15:00:00,0,25,25,23.0,0.0,0,63,Riesgo,0,75,Riesgo,S,10,28001
1678,2024-08-29 16:00:00,0,24,24,17.0,0.0,0,66,Riesgo,0,75,Riesgo,SO,10,28001
1679,2024-08-29 17:00:00,2,23,23,56.0,0.1,0,62,Riesgo,0,75,Riesgo,S,7,28001
1680,2024-08-29 18:00:00,7,22,22,6.0,0.0,0,73,Riesgo,0,75,Riesgo,SE,19,28001
1681,2024-08-29 19:00:00,10,21,21,13.0,0.4,0,62,Riesgo,0,75,Riesgo,SO,3,28001
1682,2024-08-29 20:00:00,4,21,21,14.0,0.0,0,75,80,0,65,Riesgo,NE,7,28001
1683,2024-08-29 21:00:00,1,20,20,12.0,0.0,0,76,Riesgo,0,65,Riesgo,NE,5,28001
1684,2024-08-29 22:00:00,0,19,19,7.0,0.0,0,78,Riesgo,0,65,Riesgo,NO,7,28001
1685,2024-08-29 23:00:00,1,18,18,6.0,0.0,0,74,Riesgo,0,65,Riesgo,NO,4,28001
1686,2024-08-30 00:00:00,3,18,18,18.0,0.0,0,79,Riesgo,0,65,Sin riesgo,NE,3,28001
1687,2024-08-30 01:00:00,8,17,17,28.0,0.7,0,87,Riesgo,0,65,Sin riesgo,N,8,28001
1688,2024-08-30 02:00:00,1,16,16,17.0,0.0,0,100,10,0,10,Sin riesgo,NO,15,28001
1689,2024-08-30 03:00:00,1,16,16,15.0,0.0,0,100,10,0,10,Sin riesgo,NO,10,28001
1690,2024-08-30 04:00:00,3,15,15,12.0,0.0,0,100,10,0,10,Sin riesgo,NO,8,28001
1691,2024-08-30 05:00:00,3,15,15,10.0,0.0,0,100,10,0,10,Sin riesgo,NO,7,28001
1692,2024-08-30 06:00:00,7,15,15,5.0,0.0,0,100,Riesgo,0,10,Sin riesgo,N,5,28001
1693,2024-08-30 07:00:00,5,15,15,10.0,0.0,0,100,Riesgo,0,10,Sin riesgo,N,2,28001
1694,2024-08-30 08:00:00,4,14,14,13.0,0.0,0,100,45,0,45,Riesgo,NO,5,28001
1695,2024-08-30 09:00:00,5,17,17,13.0,0.0,0,94,Riesgo,0,45,Riesgo,N,7,28001
1696,2024-08-30 10:00:00,7,20,20,25.0,0.0,0,80,Riesgo,0,45,Riesgo,NE,4,28001
1697,2024-08-30 11:00:00,7,22,22,43.0,0.0,0,77,Riesgo,0,45,Riesgo,SE,13,28001
1698,2024-08-30 12:00:00,7,24,24,21.0,0.0,0,71,Riesgo,0,45,Riesgo,SE,23,28001
1699,2024-08-30 13:00:00,7,26,26,31.0,0.0,0,55,Riesgo,0,45,Riesgo,O,11,28001
1700,2024-08-30 14:00:00,6,27,27,26.0,0.1,0,49,60,0,60,Riesgo,N,16,28001
1701,2024-08-30 15:00:00,6,28,28,14.0,0.1,0,45,Riesgo,0,60,Riesgo,NO,12,28001
1702,2024-08-30 16:00:00,6,28,28,17.0,0.1,0,40,Riesgo,0,60,Sin riesgo,NO,2,28001
1703,2024-08-30 17:00:00,6,29,29,17.0,0.1,0,35,Riesgo,0,60,Sin riesgo,S,7,28001
1704,2024-08-30 18:00:00,6,27,27,15.0,0.1,0,45,Riesgo,0,60,Sin riesgo,S,6,28001
1705,2024-08-30 19:00:00,6,26,26,6.0,0.1,0,56,Riesgo,0,60,Sin riesgo,S,6,28001
1706,2024-08-30 20:00:00,0,24,24,3.0,0.0,0,61,35,0,35,Sin riesgo,SE,2,28001
1707,2024-08-30 21:00:00,5,22,22,4.0,0.0,0,75,35,0,35,Sin riesgo,NE,1,28001
1708,2024-08-30 22:00:00,4,21,21,5.0,0.0,0,85,35,0,35,Sin riesgo,O,2,28001
1709,2024-08-30 23:00:00,1,19,19,3.0,0.0,0,91,35,0,35,Sin riesgo,NO,2,28001
1710,2024-08-31 00:00:00,1,18,18,2.0,0.0,0,88,35,0,35,Sin riesgo,N,2,28001
1711,2024-08-31 01:00:00,5,18,18,4.0,0.0,0,99,35,0,35,Sin riesgo,SO,1,28001
1712,2024-08-31 02:00:00,5,18,18,5.0,0.0,0,97,0,0,0,Sin riesgo,N,2,28001
1713,2024-08-31 03:00:00,4,18,18,10.0,0.0,0,90,0,0,0,Sin riesgo,SE,3,28001
1714,2024-08-31 04:00:00,3,17,17,7.0,0.0,0,87,0,0,0,Sin riesgo,E,4,28001
1715,2024-08-31 05:00:00,5,16,16,13.0,0.0,0,99,0,0,0,Sin riesgo,NO,3,28001
1716,2024-08-31 06:00:00,4,16,16,13.0,0.0,0,94,0,0,0,Sin riesgo,N,8,28001
1717,2024-08-31 07:00:00,0,15,15,8.0,0.0,0,97,0,0,0,Sin riesgo,N,8,28001
1718,2024-08-29 12:00:00,8,25,25,21.0,0.1,0,56,65,0,65,Riesgo,E,11,28001
1719,2024-08-29 13:00:00,6,26,26,22.0,0.1,0,51,Riesgo,0,65,Riesgo,E,9,28001
1720,2024-08-29 14:00:00,7,27,27,26.0,0.0,0,45,90,0,70,Riesgo,SE,10,28001
1721,2024-08-29 15:00:00,1,28,28,27.0,0.0,0,39,Riesgo,0,70,Riesgo,SE,12,28001
1722,2024-08-29 16:00:00,1,29,29,23.0,0.0,0,36,Riesgo,0,70,Riesgo,SE,12,28001
1723,2024-08-29 17:00:00,3,29,29,24.0,0.0,0,38,Riesgo,0,70,Riesgo,S,8,28001
1724,2024-08-29 18:00:00,13,27,28,33.0,0.3,0,54,Riesgo,0,70,Riesgo,E,12,28001
1725,2024-08-29 19:00:00,5,24,24,21.0,0.0,0,59,Riesgo,0,70,Riesgo,NE,20,28001
1726,2024-08-29 20:00:00,0,22,22,13.0,0.0,0,58,45,0,45,Riesgo,NE,7,28001
1727,2024-08-29 21:00:00,5,21,21,21.0,0.0,0,66,Riesgo,0,45,Riesgo,SE,8,28001
1728,2024-08-29 22:00:00,5,19,19,16.0,0.0,0,71,Riesgo,0,45,Riesgo,NE,13,28001
1729,2024-08-29 23:00:00,5,19,19,12.0,0.0,0,66,Riesgo,0,45,Riesgo,E,10,28001
1730,2024-08-30 00:00:00,3,19,19,10.0,0.0,0,72,Riesgo,0,45,Sin riesgo,NE,7,28001
1731,2024-08-30 01:00:00,5,19,19,5.0,0.0,0,76,Riesgo,0,45,Sin riesgo,SO,2,28001
1732,2024-08-30 02:00:00,0,18,18,4.0,0.0,0,79,5,0,5,Sin riesgo,O,3,28001
1733,2024-08-30 03:00:00,5,18,18,21.0,0.0,0,79,5,0,5,Sin riesgo,O,2,28001
1734,2024-08-30 04:00:00,0,18,18,30.0,0.0,0,76,5,0,5,Sin riesgo,NE,13,28001
1735,2024-08-30 05:00:00,5,18,18,25.0,0.0,0,81,5,0,5,Sin riesgo,NE,18,28001
1736,2024-08-30 06:00:00,5,17,17,29.0,0.0,0,87,Riesgo,0,5,Sin riesgo,E,15,28001
1737,2024-08-30 07:00:00,3,17,17,27.0,0.0,0,95,Riesgo,0,5,Sin riesgo,NE,18,28001
1738,2024-08-30 08:00:00,4,17,17,30.0,0.0,0,99,20,0,20,Riesgo,NE,16,28001
1739,2024-08-30 09:00:00,1,20,20,34.0,0.0,0,87,Riesgo,0,20,Riesgo,NE,16,28001
1740,2024-08-30 10:00:00,7,22,22,34.0,0.0,0,78,Riesgo,0,20,Riesgo,E,19,28001
1741,2024-08-30 11:00:00,7,25,25,21.0,0.0,0,68,Riesgo,0,20,Riesgo,E,20,28001
1742,2024-08-30 12:00:00,1,26,26,40.0,0.0,0,71,Riesgo,0,20,Riesgo,E,13,28001
1743,2024-08-30 13:00:00,0,27,28,22.0,0.0,0,58,Riesgo,0,20,Riesgo,NE,24,28001
1744,2024-08-30 14:00:00,6,29,29,32.0,0.1,0,47,55,0,55,Riesgo,E,10,28001
1745,2024-08-30 15:00:00,8,29,29,30.0,0.1,0,44,Riesgo,0,55,Riesgo,NE,17,28001
1746,2024-08-30 16:00:00,0,30,30,25.0,0.0,0,39,Riesgo,0,55,Sin riesgo,NE,14,28001
1747,2024-08-30 17:00:00,6,30,30,28.0,0.1,0,40,Riesgo,0,55,Sin riesgo,NE,12,28001
1748,2024-08-30 18:00:00,6,29,29,26.0,0.1,0,42,Riesgo,0,55,Sin riesgo,E,15,28001
1749,2024-08-30 19:00:00,6,27,27,18.0,0.1,0,48,Riesgo,0,55,Sin riesgo,E,13,28001
